Relocated Date,Make,Color,Plate,State,Relocated From Address Number,Relocated From Street Direction,Relocated From Street Name,Relocated From Suffix,Relocated To Address Number,Relocated To Direction,Relocated To Street Name,Relocated To Suffix,Relocated Reason,Service Request Number
05/07/2015 09:17:00 PM,Honda,Brown,E930337,Illinois,200.0,N,NB OUTER LAKE SHORE,DR,300,E,LOWER WACKER,,Stalled,15-01874963
05/07/2015 09:14:00 PM,Chevrolet,White,K797077,Illinois,1200.0,S,LAKE SHORE,DR,400,E,LOWER WACKER DRIVE THE ISLAND,,Broken Down,15-01874366
05/07/2015 08:54:00 PM,Honda,Red,V7070666,Illinois,600.0,N,NB OUTER LAKE SHORE,DR,300,E,LOWER WACKER,,Stalled,15-01874962
05/07/2015 08:30:00 PM,Ford,Orange,484TX,Illinois,800.0,N,NB OUTER LAKE SHORE,DR,400,E,LOWER WACKER ISLAND,,Broken Down,15-01873562
05/07/2015 07:45:00 PM,Acura,Blue,G131341,Illinois,320.0,N,LA SALLE,DR,350,E,WACKER,,Accident,15-01871403
05/07/2015 07:35:00 PM,Honda,White,ZIP205,Illinois,320.0,N,LA SALLE,DR,121,W,WACKER,,Accident,15-01871248
05/07/2015 07:30:00 PM,Mitsubishi,Black,L930487,Illinois,160.0,N,RANDOLPH LSD,ER,400,E,LOWER WACKER DRIVE THE ISLAND,,Broken Down,15-01871629
05/07/2015 07:00:00 PM,Volvo,Blue,EXR5658,New York,500.0,N,NB OUTER LAKE SHORE,DR,400,E,LOWER WACKER DRIVE THE ISLAND,,Broken Down,15-01870163
05/07/2015 04:45:00 PM,Toyota,Black,A642363,Illinois,3939.0,N,WHIPPLE,ST,3908,S,WHIPPLE,,Water Management,15-01867190
05/07/2015 04:30:00 PM,Toyota,Tan,S896375,Illinois,205.0,S,MICHIGAN,AVE,300,E,LOWER WACKER,,Stalled,15-01866757
05/07/2015 02:20:00 PM,Hyundai,Black,E443598,Illinois,403.0,E,MCFETRIDGE,DR,300,E,LOWER WACKER,,Broken Down,15-01864678
05/07/2015 12:52:00 PM,Buick,Tan,JSR165,Illinois,3309.0,S,WELLS,ST,4113,S,UNION,,U.S. Cellular Field Sox,15-01862303
05/07/2015 12:40:00 PM,Buick,Gray,H262234,Illinois,900.0,N,SB OUTER LAKE SHORE,DR,350,E,WACKER,,Broken Down,15-01861325
05/07/2015 12:40:00 PM,Mercedes,Gray,E117121,Illinois,4048.0,N,TROY,ST,4042,N,TROY,,Other,15-01862289
05/07/2015 12:30:00 PM,Ford,Silver,S991599,Illinois,913.0,N,ST LOUIS,AVE,932,N,ST LOUIS,,Other,15-01862255
05/07/2015 12:20:00 PM,Toyota,Beige,L617161,Illinois,901.0,N,KEDVALE,AVE,4147,W,IOWA,,Other,15-01861595
05/07/2015 12:17:00 PM,Hyundai,Gold,H759497,Illinois,207.0,W,33RD,ST,4115,S,UNION,,U.S. Cellular Field Sox,15-01862220
05/07/2015 11:56:00 AM,Hyundai,Silver,V774387,Illinois,205.0,W,33RD,ST,4117,S,UNION,,U.S. Cellular Field Sox,15-01862113
05/07/2015 11:50:00 AM,Chevrolet,Beige,G640996,Illinois,5503.0,W,OHIO,ST,5608,W,OHIO,,Other,15-01861033
05/07/2015 11:45:00 AM,Cadillac,Black,V678466,Illinois,5503.0,W,OHIO,ST,5452,W,OHIO,,Other,15-01861032
05/07/2015 11:40:00 AM,Honda,Gray,A479879,Illinois,1538.0,N,LEAVITT,ST,1534,N,LEAVITT,,Forestry,15-01860942
05/07/2015 11:39:00 AM,Kia Motors Corp,Red,NDC326,Illinois,201.0,W,33RD,ST,4119,S,UNION,,U.S. Cellular Field Sox,15-01862085
05/07/2015 11:35:00 AM,Chevrolet,Silver,A647998,Illinois,1617.0,N,HONORE,ST,1619,N,HONORE,,Other,15-01860993
05/07/2015 11:25:00 AM,Bmw,Gray,V449367,Illinois,4430.0,N,MOODY,AVE,4446,N,MOODY,,Forestry,15-01861255
05/07/2015 11:19:00 AM,Honda,Blue,S943220,Illinois,221.0,W,33RD,ST,4121,S,UNION,,U.S. Cellular Field Sox,15-01860620
05/07/2015 11:15:00 AM,Lexus,Gray,N920846,Illinois,1100.0,N,NB OUTER LAKE SHORE,DR,1647,N,LASALLE,,Broken Down,15-01860595
05/07/2015 11:10:00 AM,Ford,Black,A789902,Illinois,1587.0,E,64TH,ST,1558,E,64TH ST,,Other,15-01860326
05/07/2015 11:05:00 AM,Chevrolet,Silver,E305451,Illinois,1589.0,E,64TH,ST,1560,E,64TH ST.,,Other,15-01860325
05/07/2015 11:02:00 AM,Chevrolet,Red,E436517,Illinois,7422.0,S,JEFFERY,BLVD,2042,E,74TH STREET,,Peoples Gas,15-01860536
05/07/2015 10:58:00 AM,Pontiac,Black,R422071,Illinois,512.0,E,38TH,ST,3730,S,RHODES,,Water Management,15-01860557
05/07/2015 10:57:00 AM,Kia Motors Corp,Red,K793901,Illinois,7342.0,S,JEFFERY,BLVD,2036,E,74TH STREET,,Peoples Gas,15-01860535
05/07/2015 10:53:00 AM,Hyundai,Red,1379FF,Illinois,7336.0,S,JEFFERY,BLVD,2035,E,74TH STREET,,Peoples Gas,15-01860534
05/07/2015 10:52:00 AM,Saturn,Silver,R227590,Illinois,512.0,E,38TH,ST,3745,S,RHODES,,Water Management,15-01860333
05/07/2015 10:35:00 AM,Nissan,Black,S438222,Illinois,426.0,W,DEMING,PL,3747,N,RECREATION,,Other,15-01859778
05/07/2015 10:30:00 AM,Chevrolet,Red,137507,Illinois,7524.0,N,ROCKWELL,ST,7516,N,ROCKWELL,,Forestry,15-01860261
05/07/2015 10:20:00 AM,Hyundai,White,S236541,Illinois,4033.0,W,30TH,ST,4137,W,30TH,,CDOT Street Resurfacing,15-01860173
05/07/2015 10:15:00 AM,Dodge,Beige,T69265,Illinois,6948.0,S,JEFFERY,BLVD,2015,E,70TH STREET,,Peoples Gas,15-01859257
05/07/2015 10:10:00 AM,Honda,Gray,S778977,Illinois,4035.0,W,30TH,ST,4151,W,30TH,,CDOT Street Resurfacing,15-01860134
05/07/2015 10:05:00 AM,Acura,Black,R454269,Illinois,4705.0,W,WAVELAND,AVE,4704,W,WAVELAND,,Other,15-01860227
05/07/2015 10:00:00 AM,Nissan,Blue,L252339,Illinois,4724.0,W,WAVELAND,AVE,4635,W,WAVELAND,,Peoples Gas,15-01858638
05/07/2015 10:00:00 AM,Subaru,Black,722GTA,Minnesota,428.0,W,DEMING,PL,3756,N,RECREATION,,Other,15-01859777
05/07/2015 09:59:00 AM,Toyota,Gold,168355EN,Illinois,4037.0,W,30TH,ST,3246,S,KEELER,,CDOT Street Resurfacing,15-01860052
05/07/2015 09:54:00 AM,Buick,White,V884589,Illinois,1719.0,E,54TH,ST,5344,S,SHORE DR,,CDOT Curb and Gutter,15-01858736
05/07/2015 09:40:00 AM,Jeep (If Mfd. Prior To 1970),Black,V513784,Illinois,4636.0,W,WAVELAND,AVE,4810,W,WAVELAND,,Peoples Gas,15-01858639
05/07/2015 09:33:00 AM,Lincoln,Tan,X974661,Illinois,4036.0,W,30TH,ST,3248,S,KEELER,,CDOT Street Resurfacing,15-01859347
05/07/2015 09:25:00 AM,Bmw,Gray,E764481,Illinois,5425.0,S,HOYNE,AVE,5416,S,HOYNE,,CDOT Street Resurfacing,15-01858701
05/07/2015 09:25:00 AM,Ford,Black,A923054,Illinois,4034.0,W,30TH,ST,3250,S,KEELER,,CDOT Street Resurfacing,15-01859277
05/07/2015 09:19:00 AM,Dodge,Brown,82715 FF,Illinois,8215.0,S,YATES,BLVD,2401,E,84TH STREET,,Mayor's Office of Special Events,15-01858289
05/07/2015 09:15:00 AM,Infiniti/M30,Black,,Illinois,1961.0,N,HOWE,ST,1959,N,HOWE,,Forestry,15-01857869
05/07/2015 09:10:00 AM,Ford,Blue,K721034,Illinois,2817.0,S,KOMENSKY,AVE,3932,W,30TH,,CDOT Street Resurfacing,15-01859235
05/07/2015 09:10:00 AM,Volvo,Black,R475954,Illinois,6926.0,N,BELL,AVE,6903,N,BELL,,Forestry,15-01860260
05/07/2015 09:05:00 AM,Honda,White,R204912,Illinois,4523.0,N,CENTRAL PARK,AVE,3556,W,WILSON,,CDOT Street Resurfacing,15-01857353
05/07/2015 08:55:00 AM,Nissan,Green,K638243,Illinois,6800.0,N,OAKLEY,AVE,6805,N,OAKLEY,,Forestry,15-01860259
05/07/2015 08:40:00 AM,Toyota,White,533NZY,Minnesota,2857.0,W,GEORGE,ST,2902,N,FRANCISCO,,CDOT Street Resurfacing,15-01856761
05/07/2015 08:32:00 AM,Toyota,Gray,S798791,Illinois,4054.0,N,MARMORA,AVE,4112,N,MARMORA,,Other,15-01856220
05/07/2015 08:30:00 AM,Kia Motors Corp,Black,S759151,Illinois,4238.0,N,LAWNDALE,AVE,3655,W,BERTEAU,,Other,15-01856223
05/07/2015 08:25:00 AM,Ford,Blue,1115165,Illinois,6234.0,N,MAPLEWOOD,AVE,6250,N,MAPLWOOD,,Forestry,15-01860258
05/07/2015 08:23:00 AM,Nissan,Black,R531439,Illinois,2344.0,E,70TH,PL,7055,S,CRANDON,,CDOT 50/50 Sidewalk,15-01856211
05/07/2015 08:20:00 AM,Honda,Silver,E479689,Illinois,4238.0,N,LAWNDALE,AVE,3654,W,BERTEAU,,Other,15-01856222
05/07/2015 08:17:00 AM,Dodge,Red,S106179,Illinois,7036.0,S,OGLESBY,AVE,7059,S,CRANDON,,CDOT 50/50 Sidewalk,15-01856210
05/07/2015 08:10:00 AM,Toyota,White,H550716,Illinois,7013.0,S,OGLESBY,AVE,7058,S,CRANDON,,CDOT 50/50 Sidewalk,15-01856209
05/07/2015 08:00:00 AM,Ford,Green,L790964,Illinois,5400.0,N,NB OUTER LAKE SHORE,DR,5400,N,LAKE SHORE DRIVE,,Broken Down,15-01856174
05/07/2015 07:53:00 AM,Mitsubishi,Black,S145025,Illinois,2370.0,E,69TH,ST,6951,S,OGIESBY,,Other,15-01856208
05/07/2015 07:51:00 AM,Ford,Blue,V957146,Illinois,2456.0,S,AVERS,AVE,2418,S,AVERS,,Water Management,15-01855791
05/07/2015 07:50:00 AM,Mitsubishi,White,V182443,Illinois,6156.0,N,FRANCISCO,AVE,6155,N,FRANCISCO,,Forestry,15-01860257
05/07/2015 07:48:00 AM,Mercury,Black,Y828230,Illinois,2459.0,S,AVERS,AVE,2427,S,AVERS,,Water Management,15-01855533
05/07/2015 07:40:00 AM,Ford,Green,V557576,Illinois,6144.0,N,FRANCISCO,AVE,6147,N,FRANCISCO,,Forestry,15-01860256
05/07/2015 06:40:00 AM,Volkswagen,White,E275372,Illinois,2600.0,N,SB OUTER LAKE SHORE,DR,2505,N,CANNON,,Broken Down,15-01854537
05/07/2015 04:00:00 AM,Mazda,Gray,5831024,Illinois,113.0,S,PEORIA,ST,113,S,SANGAMON,,Film Office,15-01852946
05/07/2015 03:45:00 AM,Volkswagen,Gray,8497058,Illinois,113.0,,PEROIA,,113,S,SANGAMON,,Film Office,15-01852905
05/07/2015 03:40:00 AM,Honda,Gray,8505435,Illinois,114.0,S,PEORIA,ST,119,S,SAGAMON,,Film Office,15-01852897
05/07/2015 03:35:00 AM,Volkswagen,Gray,N330333,Illinois,113.0,S,PEORIA,ST,119,S,SANGAMON,,Film Office,15-01852883
05/07/2015 03:30:00 AM,Kia Motors Corp,Black,9888419,Illinois,112.0,S,PEORIA,ST,119,S,SANGAMON,,Film Office,15-01852855
05/07/2015 03:25:00 AM,Toyota,Gray,H1123553,Illinois,119.0,S,SANGAMON,ST,119,S,SANGAMON,,Film Office,15-01852854
05/07/2015 01:10:00 AM,Dodge,Red,E279645,Illinois,2001.0,S,IB STEVENSON NB LSD,ER,1800,S,LAKE SHORE DRIVE LOT,,Broken Down,15-01852648
05/07/2015 12:34:00 AM,Jeep - Year Greater 1988,Green,V689886,Illinois,924.0,N,ST LOUIS,AVE,924,N,ST LOUIS,,Other,15-01862256
05/07/2015 12:00:00 AM,Dodge,Blue,B665507,Illinois,5529.0,S,KILDARE,AVE,,,,,,15-01861038
05/07/2015 12:00:00 AM,,,,,5600.0,S,INDIANA,AVE,,,,,,15-01874951
05/07/2015 12:00:00 AM,,,,,7538.0,S,ST LAWRENCE,AVE,,,,,,15-01869859
05/07/2015 12:00:00 AM,,,,,7334.0,S,JEFFERY,BLVD,2037,E,74TH STREET,,,15-01860533
05/07/2015 12:00:00 AM,,,,,300.0,E,MONROE,DR,,,,,,15-01874959
05/07/2015 12:00:00 AM,,,,,600.0,N,NB OUTER LAKE SHORE,DR,,,,,,15-01874960
05/07/2015 12:00:00 AM,,,,,3800.0,N,NB OUTER LAKE SHORE,DR,,,,,,15-01874961
05/06/2015 11:55:00 PM,Toyota,Brown,V750788,Illinois,4201.0,N,NB OUTER LAKE SHORE,DR,547,W,MONTROSE,,Broken Down,15-01829972
05/06/2015 06:50:00 PM,Mitsubishi,Silver,V325797,Illinois,727.0,W,BELMONT,AVE,300,E,LOWER WACKER,,Water Management,15-01848640
05/06/2015 03:45:00 PM,Kia Motors Corp,White,E181643,Illinois,1226.0,W,RANDOLPH,ST,163,N,ELIZABETH,,Other,15-01846751
05/06/2015 02:00:00 PM,Mitsubishi,Burgundy,E416712,Illinois,1024.0,W,OAKDALE,AVE,1032,W,OAKDALE,,Police,15-01841205
05/06/2015 01:30:00 PM,Toyota,Silver,L107896,Illinois,2609.0,N,CALIFORNIA,AVE,2633,N,CALIFORNIA,,Other,15-01840488
05/06/2015 12:40:00 PM,Subaru,Silver,A153554,Illinois,4200.0,S,NB OUTER LAKE SHORE,DR,3900,S,OAKWOOD,,Broken Down,15-01840047
05/06/2015 12:21:00 PM,Volkswagen,Black,E360536,Illinois,3817.0,W,31ST,ST,3224,S,HAMLIN,,Other,15-01839232
05/06/2015 12:15:00 PM,Chevrolet,Red,X974192,Illinois,3815.0,W,31ST,ST,3220,S,HAMLIN,,Other,15-01839231
05/06/2015 12:08:00 PM,Mazda,Silver,A922129,Illinois,3823.0,W,31ST,ST,3218,S,HAMLIN,,Other,15-01839233
05/06/2015 11:45:00 AM,Hyundai,Gray,DDD6676,Michigan,2625.0,N,CLARK,ST,1307,W,DIVERSEY,,Police,15-01838960
05/06/2015 10:55:00 AM,(Unlisted Make),White,H499506,Illinois,3511.0,S,UNION,AVE,3521,S,UNION,,Peoples Gas,15-01837763
05/06/2015 10:50:00 AM,Volkswagen,Black,GDC2833,Ohio,2724.0,N,BOSWORTH,AVE,1439,W,WRIGHTWOOD,,Police,15-01838219
05/06/2015 10:40:00 AM,Ford,Gray,CDY6979,Michigan,2651.0,N,BOSWORTH,AVE,1443,W,DEVERSEY,,Police,15-01837859
05/06/2015 10:39:00 AM,Buick,Tan,873R711,Illinois,3140.0,S,KOMENSKY,AVE,3204,S,KOMENSKY,,CDOT Street Resurfacing,15-01837813
05/06/2015 10:30:00 AM,Volkswagen,Red,P628787,Illinois,2752.0,N,BOSWORTH,AVE,1516,W,WRIGHTWOOD,,Police,15-01837782
05/06/2015 10:29:00 AM,Hyundai,Silver,S846400,Illinois,5829.0,W,WELLINGTON,AVE,5827,W,WELLINGTON,,CDOT 50/50 Sidewalk,15-01836851
05/06/2015 10:28:00 AM,Honda,Blue,E702212,Illinois,3116.0,S,KOMENSKY,AVE,3205,S,KOMENSKY,,CDOT Street Resurfacing,15-01837727
05/06/2015 10:25:00 AM,Toyota,White,F484062,Illinois,60.0,W,19TH,ST,1910,S,FEDERAL,,Other,15-01836745
05/06/2015 10:12:00 AM,Chevrolet,Black,V288114,Illinois,4042.0,N,MASON,AVE,4021,N,MASON,,Peoples Gas,15-01836380
05/06/2015 10:05:00 AM,Jeep - Year Greater 1988,Tan,1784702,Illinois,4044.0,N,MASON,AVE,4110,N,MASON,,Peoples Gas,15-01836379
05/06/2015 10:00:00 AM,Pontiac,Maroon,9685647,Illinois,3100.0,N,SB OUTER LAKE SHORE,DR,100,E,LASALLE,,Broken Down,15-01837253
05/06/2015 09:55:00 AM,Kia Motors Corp,Gray,X847541,Illinois,2200.0,N,SB OUTER LAKE SHORE,DR,1660,N,CLARK,,Broken Down,15-01836031
05/06/2015 09:50:00 AM,Honda,Gold,L171538,Illinois,7032.0,N,FRANCISCO,AVE,7028,N,FRANCISCO,,Forestry,15-01836736
05/06/2015 09:45:00 AM,Honda,Gray,V555637,Illinois,225.0,E,PEARSON,ST,350,E,WACKER,,Accident,15-01836080
05/06/2015 09:35:00 AM,Toyota,Green,J538902,Illinois,2748.0,W,GREENLEAF,AVE,2751,W,GREENLEAF,,Forestry,15-01836734
05/06/2015 09:25:00 AM,Chevrolet,Maroon,R562658,Illinois,811.0,W,74TH,ST,7351,S,GREEN,,Other,15-01834854
05/06/2015 09:25:00 AM,Toyota,Beige,E690622,Illinois,4914.0,W,RICE,ST,801,N,LAVERGNE,,Police,15-01835339
05/06/2015 09:18:00 AM,Chevrolet,Green,TK923LHP,Indiana,2376.0,E,69TH,ST,2330,E,69TH,,Other,15-01835318
05/06/2015 09:16:00 AM,Ford,Blue,1578784B,Illinois,3156.0,S,KEDVALE,AVE,3246,S,KEELER,,CDOT Street Resurfacing,15-01836426
05/06/2015 09:15:00 AM,Honda,White,KRI EN,Illinois,291.0,E,CHESTNUT,ST,350,E,WACKER,,Accident,15-01834886
05/06/2015 09:12:00 AM,Jeep - Year Greater 1988,Blue,P247141,Illinois,4708.0,W,PATTERSON,AVE,4630,W,ADDISON,,Peoples Gas,15-01834775
05/06/2015 09:10:00 AM,Chevrolet,Red,985R957,Illinois,3132.0,S,KEDVALE,AVE,3236,S,KEELER,,CDOT Street Resurfacing,15-01836259
05/06/2015 09:10:00 AM,Nissan,Black,9988123,Illinois,6215.0,N,KEDZIE,AVE,6210,N,KEDZIE,,Forestry,15-01836733
05/06/2015 09:05:00 AM,Jeep - Year Greater 1988,Black,N218415,Illinois,6215.0,N,KEDZIE,AVE,6216,N,KEDZIE,,Forestry,15-01836732
05/06/2015 09:03:00 AM,Buick,Tan,E443645,Illinois,4736.0,W,PATTERSON,AVE,4718,W,ADDISON,,Peoples Gas,15-01834774
05/06/2015 09:00:00 AM,Chevrolet,Black,N151147,Illinois,1600.0,S,LAKE SHORE,DR,420,E,MCFETRIDGE DR,,Broken Down,15-01835115
05/06/2015 08:59:00 AM,Toyota,Black,J751902,Illinois,3102.0,S,KEDVALE,AVE,3159,S,KEELER,,CDOT Street Resurfacing,15-01835969
05/06/2015 08:55:00 AM,Mercedes,Silver,19MZ47,South Dakota,100.0,S,LAKE SHORE,DR,410,E,MONROE,,Broken Down,15-01834342
05/06/2015 08:55:00 AM,Nissan,Black,E197253,Illinois,1915.0,N,ALBANY,AVE,3026,W,CORTLAND,,Peoples Gas,15-01833819
05/06/2015 08:50:00 AM,Volvo,Blue,R53 1083,Illinois,1840.0,N,LINCOLN PARK,,2501,N,CANNON,,Peoples Gas,15-01833595
05/06/2015 08:47:00 AM,Chevrolet,Black,K772905,Illinois,4710.0,W,PATTERSON,AVE,4839,W,GRACE,,Peoples Gas,15-01834773
05/06/2015 08:47:00 AM,Lincoln,White,116S840,Illinois,2313.0,E,68TH,ST,2334,E,68TH,,Other,15-01833797
05/06/2015 08:40:00 AM,Acura,Silver,H263165,Illinois,6323.0,N,CAMPBELL,AVE,6321,N,CAMPBELL,,Forestry,15-01836731
05/06/2015 08:35:00 AM,Volkswagen,Gray,ATBT2,Illinois,6940.0,S,DORCHESTER,AVE,7018,S,DORCHESTER,,CDOT Street Resurfacing,15-01833411
05/06/2015 08:34:00 AM,Bmw,Silver,L848523,Illinois,6756.0,S,CRANDON,AVE,6750,S,CRANDON,,Other,15-01833796
05/06/2015 08:24:00 AM,Chevrolet,Red,S351961,Illinois,4112.0,W,31ST,ST,3059,S,KEDVALE,,CDOT Street Resurfacing,15-01835821
05/06/2015 08:22:00 AM,Chevrolet,Blue,S819368,Illinois,6948.0,S,DORCHESTER,AVE,7016,S,DORCHESTER,,CDOT Street Resurfacing,15-01833410
05/06/2015 08:15:00 AM,Chevrolet,Gray,Y724214,Illinois,6838.0,S,DORCHESTER,AVE,1423,E,69TH ST,,CDOT Street Resurfacing,15-01833409
05/06/2015 08:14:00 AM,Honda,Black,E239900,Illinois,4016.0,W,31ST,ST,4231,W,28TH,,CDOT Street Resurfacing,15-01835571
05/06/2015 08:01:00 AM,Honda,Blue,R140727,Illinois,4011.0,W,31ST,ST,3132,S,SPRINGFIELD,,CDOT Street Resurfacing,15-01835448
05/06/2015 08:00:00 AM,Dodge,White,V612910,Illinois,7855.0,S,MERRILL,AVE,7830,S,MERRILL,,Other,15-01832816
05/06/2015 07:59:00 AM,Hyundai,Black,979R294,Illinois,4015.0,W,31ST,ST,3120,S,SPRINGFIELD,,CDOT Street Resurfacing,15-01835406
05/06/2015 07:55:00 AM,Dodge,Blue,S229892,Illinois,3629.0,N,CHRISTIANA,AVE,3534,N,SPAULDING,,Water Management,15-01832490
05/06/2015 07:55:00 AM,Toyota,Blue,L486429,Illinois,1438.0,W,FARGO,AVE,1439,W,FARGO,,Forestry,15-01836730
05/06/2015 07:50:00 AM,Ford,Silver,121ABX,Indiana,1817.0,N,LOOMIS,ST,1837,S,THROOP,,Peoples Gas,15-01832204
05/06/2015 07:48:00 AM,Mazda,Silver,A922129,Illinois,4030.0,W,31ST,ST,3821,W,31ST,,CDOT Street Resurfacing,15-01835354
05/06/2015 07:37:00 AM,Honda,Blue,865P141,Illinois,4119.0,W,31ST,ST,4134,W,27TH,,CDOT Street Resurfacing,15-01833962
05/06/2015 07:35:00 AM,Volkswagen,Silver,E487731,Illinois,3619.0,N,CHRISTIANA,AVE,3702,N,BERNARD,,Water Management,15-01832489
05/06/2015 07:30:00 AM,Chevrolet,Silver,552XCU,Wisconsin,7514.0,S,PAXTON,AVE,7552,S,PAXTON,,Other,15-01832118
05/06/2015 07:25:00 AM,Saab,Black,V605039,Illinois,4117.0,W,31ST,ST,3228,S,KOMENSKY,,CDOT Street Resurfacing,15-01833698
05/06/2015 04:25:00 AM,Honda,White,KRI,Illinois,850.0,N,SB OUTER LAKE SHORE,DR,450,E,CHESTNUT,,Accident,15-01830529
05/06/2015 12:15:00 AM,Toyota,Cream,E352914,Illinois,5005.0,N,KIMBALL,AVE,5065,N,KIMBALL,,Commonwealth Edison,15-01830089
05/06/2015 12:00:00 AM,,,,,215.0,W,33RD,ST,,,,,,15-01844945
05/06/2015 12:00:00 AM,,,,,3307.0,S,WELLS,ST,,,,,,15-01846451
05/06/2015 12:00:00 AM,,,,,3510.0,S,WENTWORTH,AVE,,,,,,15-01846452
05/06/2015 12:00:00 AM,,,,,733.0,S,WESTERN,AVE,,,,,,15-01852852
05/06/2015 12:00:00 AM,,,,,733.0,S,WESTERN,AVE,,,,,,15-01852853
05/06/2015 12:00:00 AM,,,,,217.0,W,33RD,ST,,,,,,15-01844946
05/06/2015 12:00:00 AM,,,,,6121.0,S,ST LAWRENCE,AVE,,,,,,15-01843556
05/05/2015 08:18:00 PM,Chevrolet,Black,V706156,Illinois,39000.0,S,NB OUTER LAKE SHORE,,1800,S,STATE,,Stalled,15-01827610
05/05/2015 06:18:00 PM,Mitsubishi,Gray,SB4B4N,Missouri,1400.0,S,LAKE SHORE,DR,1800,S,MOE DR,,Stalled,15-01823717
05/05/2015 04:10:00 PM,Ford,Black,S988363,Illinois,800.0,N,SB OUTER LAKE SHORE,DR,350,E,LOWER WACKER DRIVE,,Broken Down,15-01821057
05/05/2015 03:55:00 PM,Chevrolet,Gray,V119168,Illinois,1.0,N,STATE,ST,400,E,LOWER WACKER  ISLAND,,Stalled,15-01824142
05/05/2015 02:10:00 PM,Kia Motors Corp,Blue,N535241,Illinois,1200.0,S,LAKE SHORE,DR,1800,S,LAKESHORE DR,,Broken Down,15-01817532
05/05/2015 01:45:00 PM,Lexus,Red,E364767,Illinois,701.0,N,SACRAMENTO,,10300,S,DOLY,,Pound Transfer,15-01817000
05/05/2015 01:20:00 PM,Dodge,Beige,S779692,Illinois,103.0,S,DOTY,RD,640,W,DEKOVEN,,Fire,15-01818021
05/05/2015 01:05:00 PM,Hyundai,Bronze,E632200,Illinois,2200.0,S,LAKE SHORE,DR,1800,S,LAKESHORE DR,,Broken Down,15-01816685
05/05/2015 12:45:00 PM,Oldsmobile,Black,1G3WH52K1XF306954,,10300.0,S,DOTY,AVE,640,W,DEKOVEN,,Fire,15-01817286
05/05/2015 11:57:00 AM,Toyota,Gray,P195175,Illinois,2911.0,N,BURLING,ST,2700,N,RECREATION DR,,Other,15-01815224
05/05/2015 11:55:00 AM,Chevrolet,Blue,9KTR18,Michigan,5114.0,S,CORNELL,AVE,4936,S,KIMBARK,,Other,15-01815234
05/05/2015 11:40:00 AM,Acura,Black,7538962,Illinois,2905.0,N,BURLING,ST,2837,N,BURLING,,Other,15-01815177
05/05/2015 11:30:00 AM,Nissan,Black,H992863,Illinois,5114.0,S,CORNELL,AVE,1411,E,49TH STREET,,Other,15-01814623
05/05/2015 11:00:00 AM,Chevrolet,Gray,WYO1300,Illinois,1241.0,W,ROSCOE,ST,1239,W,ROSCOE,,Peoples Gas,15-01813618
05/05/2015 11:00:00 AM,Toyota,Gold,3609692,Illinois,5446.0,W,GALE,ST,4847,N,LINDER,,Forestry,15-01813655
05/05/2015 10:50:00 AM,Honda,Gray,CVH8191,Texas,5444.0,W,GALE,ST,4847,N,LINDER,,Forestry,15-01813654
05/05/2015 10:40:00 AM,General Motors Corp.,White,20089,Illinois,6823.0,S,DORCHESTER,AVE,6839,S,DANTE,,CDOT Street Resurfacing,15-01813415
05/05/2015 10:35:00 AM,Toyota,Gray,V241742,Illinois,2131.0,W,LE MOYNE,ST,2154,W,LEMOYNE,,Peoples Gas,15-01813111
05/05/2015 10:25:00 AM,Ford,Gray,4237893,Illinois,2725.0,N,CLARK,ST,3700,N,RECREATION DR,,Other,15-01812858
05/05/2015 10:15:00 AM,Toyota,Blue,6767179,Illinois,7258.0,S,OGLESBY,AVE,2232,E,72ND STREET,,Other,15-01812819
05/05/2015 10:00:00 AM,Chrysler,Silver,SS1270,Illinois,2730.0,N,CLARK,ST,3700,N,RECREATION DR,,Other,15-01812857
05/05/2015 10:00:00 AM,Dodge,Blue,E619642,Illinois,324.0,N,CENTRAL PARK,AVE,248,N,CENTRAL PARK,,Commonwealth Edison,15-01812701
05/05/2015 10:00:00 AM,Saturn,Black,G965567,Illinois,2200.0,S,LAKE SHORE,DR,420,E,MCFETRIDGE,,Broken Down,15-01812739
05/05/2015 09:53:00 AM,Kia Motors Corp,Tan,S629918,Illinois,316.0,N,CENTRAL PARK,AVE,250,N,CENTRAL PARK,,Commonwealth Edison,15-01812358
05/05/2015 09:44:00 AM,Toyota,Gold,R519658,Illinois,351.0,N,MICHIGAN,AVE,350,E,WACKER,,Accident,15-01812254
05/05/2015 09:35:00 AM,Chevrolet,Black,9711017,Illinois,2051.0,E,77TH,ST,2065,E,77TH STREET,,Other,15-01812283
05/05/2015 09:20:00 AM,Chrysler,Beige,E309789,Illinois,7514.0,S,PAXTON,AVE,7515,S,PAXTON,,Other,15-01812135
05/05/2015 09:15:00 AM,Toyota,Green,K 21 3560,Illinois,341.0,W,LOCUST,ST,2459,N,CANNON,,Water Management,15-01811033
05/05/2015 09:10:00 AM,Nissan,Black,,,7454.0,S,MERRILL,AVE,7452,S,MERRILL,,Other,15-01811997
05/05/2015 09:05:00 AM,Pontiac,Red,S877463,Illinois,7449.0,S,CHAPPEL,AVE,2057,E,74TH STREET,,Other,15-01811937
05/05/2015 09:03:00 AM,Buick,Tan,V513374,Illinois,853.0,N,LARAMIE,AVE,5151,W,IOWA,,Other,15-01811490
05/05/2015 09:00:00 AM,Pontiac,Blue,7517,Illinois,7515.0,S,CHAPPEL,AVE,7517,S,CHAPPEL,,Other,15-01811885
